cod;code;group;name_en;name;energy;protein;carbs;fat;nonSaturatedFat;saturatedFat;sugar;fiber;cholesterol;potassium;sodium;salt;fresh;allergens
25520;25520;1;Sandwich made with French bread, dry sausage and butter;Sándwich hecho con pan francés, salchicha seca y mantequilla;383;13,7;32;21,6;10,42;9,43;2,36;3,05;50,5;224;828;2,07;FALSE;[4,8]
25532;25532;1;Sandwich made with French bread, egg, raw vegetables (tomato and lettuce) and mayonnaise;Sándwich hecho con pan francés, huevo, verduras crudas (tomate y lechuga) y mayonesa;247;8,52;30,9;9,47;6,54;2,18;2,38;1,89;95,7;135;457;1,13;TRUE;[4,7]
25517;25517;1;Sandwich made with French bread, ham and butter;Sándwich hecho con pan francés, jamón y mantequilla;285;9,93;33,7;11,5;5,02;5,92;2,34;3,17;38,8;171;675;1,69;FALSE;[4,8]
25485;25485;1;Sandwich made with French bread, ham and emmental cheese, prepacked;Sándwich hecho con pan francés, jamón y queso emmental, envasado;285;13,3;26,9;13,1;4,35;5,3;2,55;3;0;0;635;1,58;FALSE;[4,8]
25521;25521;1;Sandwich made with French bread, ham, emmental cheese and butter;Sándwich hecho con pan francés, jamón, queso emmental y mantequilla;286;12,2;32,7;10,9;5,06;5,3;2,87;4,17;50,6;152;614;1,54;FALSE;[4,8]
25475;25475;1;Sandwich made with French bread, hard-boiled egg, raw vegetables (tomato and lettuce) and butter;Sándwich hecho con pan francés, huevo duro, verduras crudas (tomate y lechuga) y mantequilla;222;10,1;30,9;5,98;2,25;3,01;2,55;1,88;44,1;186;569;1,45;TRUE;[4,7,8]
25429;25429;1;Sandwich made with French bread, kebab and raw vegetables;Sándwich hecho con pan francés, kebab y verduras crudas;246;15;23,6;9,8;3,94;4,26;2,6;2;32;263;469;1,13;TRUE;[4]
25535;25535;1;Sandwich made with French bread, merguez sausage, ketchup and mustard;Sándwich hecho con pan francés, salchicha merguez, ketchup y mostaza;282;13,1;31;11,4;5,34;5,2;2,92;1,81;28,5;280;851;2,12;FALSE;[4,10]
25519;25519;1;Sandwich made with French bread, pâté and pickles;Sándwich hecho con pan francés, paté y pepinillos;298;10,1;32,1;13,9;6,67;6,12;2,44;1,99;49,5;143;712;1,8;FALSE;[4]
25533;25533;1;Sandwich made with French bread, pork, raw vegetables (lettuce & tomato) and mayonnaise;Sándwich hecho con pan francés, cerdo, vegetales crudos (lechuga y tomate) y mayonesa;267;12;30,1;10,6;7,51;2,61;2,3;1,86;29,5;178;449;1,1;TRUE;[4,7]
25530;25530;1;Sandwich made with French bread, raw vegetables and mayonnaise;Sándwich hecho con pan francés, vegetales crudos y mayonesa;221;6,54;30;7,9;5,78;1,69;2,67;2,18;37,6;153;426;1,07;TRUE;[4,7]
25536;25536;1;Sandwich made with French bread, salami and butter;Sándwich hecho con pan francés, salami y mantequilla;379;12,5;33,2;21,4;10,36;9,65;2,01;1,82;43,8;160;1070;2,76;FALSE;[4,8]
25488;25488;1;Sandwich made with French bread, smoked salmon and butter;Sándwich hecho con pan francés, salmón ahumado y mantequilla;265;11,5;40,8;5,6;2,35;2,49;2,65;2,4;15,8;178;742;1,89;TRUE;[4,8]
25431;25431;1;Sandwich made with French bread, tuna, raw vegetables (tomato and lettuce) and mayonnaise;Sándwich hecho con pan francés, atún, vegetales crudos (tomate y lechuga) y mayonesa;274;10,3;32;11,3;8,3;2,54;1,4;1,78;24,6;160;514;1,28;TRUE;[4,7]
25490;25490;1;Sandwich made with French bread, tuna, sweet corn and raw vegetables, prepacked;Sándwich hecho con pan francés, atún, maíz dulce y vegetales crudos, envasado;198;8,87;25;6,03;4,82;1,02;2,83;3,93;0;0;410;1,02;FALSE;[4]
25531;25531;1;Sandwich made with French bread, turkey, raw vegetables (lettuce & tomato) and mayonnaise;Sándwich hecho con pan francés, pavo, vegetales crudos (lechuga y tomate) y mayonesa;255;12,4;30,6;8,82;6,55;1,94;2,24;1,86;28,5;174;446;1,1;TRUE;[4,7]
25544;25544;1;Sandwich made with loaf bread, various filling, prepacked;Sándwich hecho con pan de molde, varios rellenos, envasado;267;11,7;25,1;12,4;5,94;4,96;3,42;3,83;0;0;463;1,17;FALSE;[4]
25434;25434;1;Sandwich made with panini bread, raw cured ham, mozzarella cheese and tomato;Sándwich hecho con pan de panini, jamón crudo curado, queso mozzarella y tomate;243;14,2;27,2;8,35;4,358812;3,930077;0;1,4;0;184;493;1,24;FALSE;[4,8]
25428;25428;1;Sandwich made with pita bread, kebab and raw vegetables;Sándwich hecho con pan de pita, kebab y verduras crudas;233;15,2;17,4;10,9;4,64;3,57;1,1;2,3;47,3;316;492;1,23;TRUE;[4]
25577;25577;1;Sandwich made with wholemeal loaf bread, chicken, raw vegetables and mayonnaise, prepacked;Sándwich hecho con pan integral de molde, pollo, verduras crudas y mayonesa, envasado;232;9,18;23,7;10,4;0;2,48;2,61;3,63;0;0;517;1,3;FALSE;[4,7]
25576;25576;1;Sandwich made with wholemeal loaf bread, ham and cheese, prepacked;Sándwich hecho con pan integral de molde, jamón y queso, envasado;292;12,9;26,1;14,6;0;6,45;7,75;2;0;0;525;1,33;FALSE;[4,8]
25574;25574;1;Sandwich made with wholemeal loaf bread, ham, raw vegetables, cheese (optional), prepacked;Sándwich hecho con pan integral de molde, jamón, verduras crudas, queso (opcional), envasado;243;10;23,1;11,6;0;2,86;2,43;3,06;0;0;557;1,42;FALSE;[4,8]
25575;25575;1;Sandwich made with wholemeal loaf bread, tuna, raw vegetables and mayonnaise, prepacked;Sándwich hecho con pan integral de molde, atún, verduras crudas y mayonesa, envasado;240;9,82;23,1;11,3;0;1,3;2,49;3,46;0;0;432;1,08;FALSE;[4,7]
25543;25543;1;Sandwich on french bread (average);Sándwich en pan francés (promedio);277;11,2;31,4;11,6;5,84;4,45;2,46;2,38;;;615;1,54;FALSE;[4]
1017;1017;6;Sangria;Sangría;0;0;10,3;0,05;0,04;0;9,5;0;0;123;3;0,0075;FALSE;[14]
17640;17640;9;Sardine oil;Aceite de sardina;900;0;0;100;65,7;29,9;0;0;710;0;0;0;FALSE;[]
11184;11184;10;Sauce (average);Salsa (promedio);;1,3;6,04;25,7;20,9;2,76;4,57;0,87;12,5;162;853;2,14;FALSE;[]
11217;11217;10;Sauce for fried spring rolls, nuoc mam based;Salsa para rollitos de primavera fritos, a base de nuoc mam;135;1,38;31,2;0,5;0,3187;0,145744;30,9;0,25;0;53;1710;4,29;FALSE;[11]
11158;11158;10;Sauce, butter, prepacked;Salsa de mantequilla, envasada;0;2,2;5,2;17,9;3,92;12,1;1;1;51,4;55,8;543;1,36;FALSE;[8]
11213;11213;10;Sauce, cold (average);Salsa fría (promedio);;0,86;5,73;31,6;26,2;2,72;4,81;0,61;12,5;119;978;2,45;FALSE;[]
11212;11212;10;Sauce, pepper, condiment, dip, prepacked;Salsa de pimienta, condimento, para untar, envasada;0;0,69;5,8;49,3;43;3,78;5,19;0,5;0;0;924;2,31;FALSE;[]
11182;11182;10;Sauce, pepper, warm, prepacked;Salsa de pimienta, caliente, envasada;0;1;4,8;14,8;12,13;1,91;1,76;1,13;19,5;60;630;1,58;FALSE;[]
11210;11210;10;Sauce, pesto rosso, prepacked;Salsa pesto rosso, envasada;0;4,8;8,58;27;19,93;3,95;2,75;4,15;0;0;775;1,99;FALSE;[8,1]
11179;11179;10;Sauce, pesto, prepacked;Salsa pesto, envasada;370;3,94;6,6;35,4;29,4;4,39;3,2;2,5;18,2;200;1060;2,64;FALSE;[8,1]
11219;11219;10;Sauce, veggie, bolognese-type;Salsa vegetal, tipo boloñesa;68;3,56;5,05;3;2,35;0,48;5,05;2,46;0;400;309;0,77;FALSE;[]
11218;11218;10;Sauce, warm (average);Salsa caliente (promedio);;2,66;7,03;7,45;3,95;2,86;3,83;1,68;12,8;316;466;1,17;FALSE;[]
25003;25003;1;Sauerkraut, with garnish, prepacked;Chucrut con guarnición, envasado;109;5,06;2,8;8,06;4,41;3,22;0,66;2,71;34,7;97,5;552;1,39;FALSE;[14]
25220;25220;1;Sauerkraut, without garnish, drained, cooked;Chucrut sin guarnición, escurrido, cocido;75,3;1,38;0,1;6,6;4,2;2,02;0,2;4,5;8,44;83;505;1,26;FALSE;[14]
30780;30780;4;Sausage (average);Salchicha (promedio);281;17,3;0,88;23;12,51;9,44;0,65;0,29;78,5;438;834;2,05;FALSE;[4,10]
30705;30705;4;Sausage from Paris;Salchicha de París;346;12,5;0,6;32,7;0;3,5;0,5;0;0;0;691;1,73;FALSE;[4,10]
30706;30706;4;Sausage from Paris, smoked;Salchicha de París, ahumada;288;13,7;0,6;25,6;15,81293;9,831516;0;0;0;0;0;0;FALSE;[4,10]
30707;30707;4;Sausage in a brioche crust, cooked;Salchicha en costra de brioche, cocida;309;14,7;22,6;17,4;7,95;8,6;3,8;2;86,4;240;550;1,38;FALSE;[4,8]
30052;30052;4;Sausage meat, pork and beef, raw;Carne de salchicha, cerdo y res, cruda;309;11,8;4,4;26,5;16,37474;10,18082;0;2,6;0;0;0;0;FALSE;[4,10]
30051;30051;4;Sausage meat, pure pork, raw;Carne de salchicha, puro cerdo, cruda;273;15,4;5,25;21,2;11,35;7,87;0;0;72;287;56;0,14;FALSE;[4,10]
30050;30050;4;Sausage meat, raw;Carne de salchicha, cruda;323;14,7;0,6;29,1;17,93685;11,15204;0;0;0;293;556;1,39;FALSE;[4,10]
30309;30309;4;Sausage, dried;Salchicha, seca;451;27,3;1,7;37,1;20,91;14,5;1,21;0,59;0;0;1900;4,74;FALSE;[4,10]
25035;25035;1;Sauté of lamb w curry, prepacked;Salteado de cordero con curry, envasado;0;10,5;0;13,9;0;6,7;0;1;0;200;514;1,29;FALSE;[10]
30730;30730;4;Saveloy or cervelat;Salchicha tipo saveloy o cervelat;278;11,9;1,56;24,8;14,25;9,37;0,63;0,4;66,8;187;763;1,95;FALSE;[4,10]
30731;30731;4;Saveloy or cervelat (from Obernai Alsace);Salchicha de cerdo o cervelat (de Obernai Alsacia);305;13;1;27,5;0;11,5;0,6;0,6;0;0;800;2;FALSE;[]
30732;30732;4;Saveloy or cervelat, pure pork with garlic;Salchicha de cerdo o cervelat, de cerdo puro con ajo;297;12,5;0,2;27,4;16,86804;10,48752;0;0;0;0;0;0;TRUE;[]
11062;11062;10;Savory, dried;Ajedrea, seca;264;6,73;23;5,91;0;3,26;0;45,7;0;1050;24;0,06;FALSE;[]
7814;7814;1;Savoury cake (with cheese, vegetables, meat, fish, poultry,etc.), prepacked;Pastel salado (con queso, verduras, carne, pescado, aves, etc.), envasado;321;11,6;25,6;18,4;12,66;4,68;2,68;2,3;76,3;165;657;1,64;FALSE;[8]
25573;25573;1;Savoury tart (average food);Tarta salada (comida promedio);267;8,11;22,7;15,6;6,81;7,83;3,14;1,76;66,8;187;479;1,21;FALSE;[8]
25509;25509;1;Savoy-style fondue cheese preparation (cheese, wine ...), prepacked;Preparación de queso para fondue al estilo Saboya (queso, vino...), envasado;231;16,2;2,6;17,2;4,76;12;1,1;0;73,6;73;511;1,28;FALSE;[8,14]
23050;23050;7;Savoy-style sponge cake;Bizcocho al estilo Saboya;0;5,9;56,3;0,8;0,441;0,12;0;1,5;0;93;749;1,87;FALSE;[4,7]
10004;10004;4;Scallop, with coral, cooked;Vieira, con coral, cocida;110;20,2;3,22;1,77;0,8;0,32;0,3;0;44;348;183;0,46;FALSE;[9]
10003;10003;4;Scallop, with coral, raw;Vieira, con coral, cruda;83;17;0,78;1,31;0,476;0,19;0,5;0;42,2;388;191;0,48;TRUE;[9]
10045;10045;4;Scallop, without coral, raw;Vieira, sin coral, cruda;83,6;17,9;1,15;0,84;0,202;0,094;0;0;38;392;137;0,34;TRUE;[9]
25564;25564;1;Scallops tart, prepacked;Tarta de vieiras, envasada;266;8,25;24,2;14,5;0;5,9;2,5;3;0;0;449;1,12;FALSE;[9]
10012;10012;4;Scampi, breaded, fried;Langostinos, empanados, fritos;282;10,9;29;13,6;11,4;1,5;0;0;110;130;660;1,65;FALSE;[5,4]
25228;25228;1;Schnitzel, soybean and wheat-based (not vegan);Schnitzel, a base de soja y trigo (no vegano);260;14,4;16,8;13,9;11,77;1,45;1,28;4,39;5,13;380;411;1,03;TRUE;[13,4]
25229;25229;1;Schnitzel, soybean and wheat-based (vegan);Schnitzel, a base de soja y trigo (vegano);245;16,9;18,8;10;8,39;1,1;0;5,41;0;350;452;1,13;TRUE;[13,4]
25230;25230;1;Schnitzel, soybean, wheat and cheese-based, cordon bleu-style;Schnitzel, a base de soja, trigo y queso, estilo cordon bleu;247;15,2;15,1;13,1;9,44;3,02;2,05;3,28;11,1;320;601;1,5;TRUE;[13,4,8]
20986;20986;10;Sea belt (Saccharina latissima), dried or dehydrated;Alga marina (Saccharina latissima), seca o deshidratada;204;10,3;23,6;1,07;0,48;0,25;0;29,3;0;6250;3630;9,08;FALSE;[]
20995;20995;10;Sea lettuce (Enteromorpha sp.), dried or dehydrated;Lechuga de mar (Enteromorpha sp.), seca o deshidratada;224;13,7;18,8;2,47;0,43;0,23;0;36;0;1850;4760;11,9;TRUE;[]
20985;20985;10;Sea lettuce (ulva sp.), dried or dehydrated);Lechuga de mar (ulva sp.), seca o deshidratada;206;15,9;13,8;2,03;0,77;0,36;0;34,4;0;1950;1970;4,93;TRUE;[]
11083;11083;10;Sea salt, grey, no enrichment;Sal marina, gris, sin enriquecimiento;0;0;0;0;2,2;1,46;0;0;0;99,3;32200;80,5;FALSE;[]
20992;20992;10;Sea thong (Himanthalia elongata), dried or dehydrated;Espagueti de mar (Himanthalia elongata), seco o deshidratado;239;10,1;28,3;2,63;1,784111;0,815889;0;31;0;5970;3690;9,22;FALSE;[]
26092;26092;4;Sea trout, raw;Trucha de mar, cruda;111;19,6;0;3,63;2,36;0,62;0;0;66;458;55;0,14;TRUE;[]
8292;8292;4;Seafood terrine, with or without fish, prepacked;Terrina de mariscos, con o sin pescado, envasada;188;8,4;6,5;14;8,98;3,4;1,2;1,3;37,3;157;590;1,48;FALSE;[5]
10080;10080;4;Seafood, cooked, frozen;Mariscos, cocidos, congelados;79,5;13,5;2,83;1,57;0,94;0,45;0;0;0;0;402;0,99;FALSE;[5,9]
11085;11085;10;Seaweed, agar, dried;Algas, agar, secas;0;4,36;0;0,3;0,127;0,061;2,97;0;0;577;53;0,13;FALSE;[]
11084;11084;10;Seaweed, agar, raw;Algas, agar, crudas;0;0,54;6,25;0,03;0,013;0,006;0,28;0,5;0;226;9;0,023;TRUE;[]
15047;15047;2;Seeds, chia, dried;Semillas, chía, secas;0;16,5;7,72;30,7;26,01;3,33;0;34,4;0;407;16;0,04;FALSE;[]
25598;25598;4;Seitan;Seitán;134;20,6;6,74;2,5;1,94;0,38;0,81;0,9;0;75;451;1,13;FALSE;[4]
12845;12845;5;Selles-sur-Cher cheese, from goat's milk;Queso Selles-sur-Cher, de leche de cabra;291;19,2;0;23,9;4,42;18;0;0;0;0;562;1,4;TRUE;[8]
12827;12827;5;Semi-hard cheese, from ewe's milk;Queso semi-duro, de leche de oveja;384;23,9;0;32,3;10,6;21,3;0;0;83;0;738;1,85;FALSE;[8]
23535;23535;5;Semolina pudding, canned;Pudin de sémola, enlatado;150;2,85;27,4;3,03;1,25;1,18;0;1;25;93;27,5;0,069;FALSE;[4]
39218;39218;5;Semolina pudding, refrigerated;Pudín de sémola, refrigerado;121;3,46;19,4;3,23;0,94;2,28;14;0,55;10,1;135;37,8;0,095;FALSE;[4]
23534;23534;5;Semolina pudding, with raisins and caramel sauce, refrigerated;Pudín de sémola, con pasas y salsa de caramelo, refrigerado;146;3,81;24,8;3,4;0,97;2,16;19,2;0,5;56;270;32;0,08;FALSE;[4,14]
9611;9611;3;Semolina, cooked;Sémola, cocida;122;3,42;24;0,8;0,47;0,25;3;1,9;0;96;5;0,013;FALSE;[4]
28845;28845;4;Serrano dry-cured ham;Jamón serrano curado en seco;235;30,4;0,76;12,3;6,56;5,2;0,36;0;0;0;1990;5,02;FALSE;[]
17400;17400;9;Sesame oil;Aceite de sésamo;900;0;0;100;80,2;14,9;0;0;0;0;0;0;FALSE;[15]
15010;15010;2;Sesame seed;Semilla de sésamo;0;17,6;9,85;49,7;40,6;7,09;0,3;14,9;0;468;2,31;0,1;FALSE;[15]
15038;15038;2;Sesame seed, grilled, husked;Semilla de sésamo, tostada, sin cáscara;0;17;9,14;48;39,1;6,72;0,48;16,9;0;406;39;0,098;FALSE;[15]
15035;15035;2;Sesame seed, husked;Semilla de sésamo, sin cáscara;0;21,1;4,5;56,1;45,5;8,1;0,48;11,9;0;419;29;0,073;FALSE;[15]
20255;20255;2;Shallot, cooked;Chalote, cocido;0;2,13;13,5;0,5;0,19;0,092;6,3;3,4;0;400;12,5;0,031;FALSE;[]
20335;20335;2;Shallot, grilled/pan-fried, without fat;Chalote, a la parrilla/salteado, sin grasa;66,9;2;12,3;0,4;0,23;0,12;3,8;2,9;0;270;5;0,013;FALSE;[]
20097;20097;2;Shallot, raw;Chalota, cruda;63,6;1,81;12,2;0,5;0,191544;0,070678;3,3;2,6;0;220;5;0,013;TRUE;[]
26233;26233;4;Shallow-water Cape hake, raw;Merluza del Cabo de aguas poco profundas, cruda;78;16,1;0;1,52;0,56;0,51;0;0;0;0;87,5;0,28;TRUE;[]
5004;5004;6;Shandy (beer + lemonade);Shandy (cerveza + limonada);36,2;0;5,63;0;0;0;5,4;0;0;18,9;2,07;0,0052;FALSE;[4,14]
5005;5005;6;Shandy, prepacked (<1° alcohol);Shandy, envasado (menos de 1° de alcohol);25,4;0,48;4,93;0,05;0;0;4,92;0;0;7,47;1,37;0,0034;FALSE;[4,14]
26162;26162;4;Shark, raw;Tiburón, crudo;109;20,8;0;2,91;1,56;0,48;0;0;51;355;79;0,2;TRUE;[]
16110;16110;9;Shea butter Africa;Manteca de karité africana;900;0;0;100;49,2;46,6;0;0;0;0;0;0;FALSE;[]
19250;19250;5;Sheep milk, whole;Leche de oveja, entera;103;5,68;4,5;6,97;1,9;4,8;4,5;0;27;103;44;0,11;FALSE;[8]
21004;21004;4;Sheep, foot, raw;Pata de oveja, cruda;204;18,1;0;14,6;9,016384;5,605839;0;0;0;295;75;0,19;TRUE;[]
21005;21005;4;Sheep, head, raw;Cabeza de oveja, cruda;204;18,1;0;14,6;9,016384;5,605839;0;0;0;295;75;0,19;TRUE;[]
25009;25009;1;Shepherd's pie or cottage pie with meat, prepacked;Pastel de pastor o pastel de cabaña con carne, envasado.;138;5,99;9,39;8,22;3,16;4,7;1,47;1,43;20;184;322;0,83;FALSE;[4]
25195;25195;1;Shepherd's pie with duck, prepacked;Pastel de pastor con pato, envasado;146;6,82;8,51;9,06;4,21;4,5;1,96;1,55;0;0;310;0,81;FALSE;[]
25587;25587;1;Shepherd's pie with duck, prepacked, cooked;Pastel de pastor con pato, envasado, cocido;168;7;10,5;10,2;4,91;4,7;1,7;1,2;37,9;290;296;0,74;FALSE;[]
20212;20212;2;Shiitake mushroom, cooked;Champiñón Shiitake, cocido;60,9;1,56;12,3;0,22;0,104;0,05;3,84;2,1;0;117;4;0,01;FALSE;[]
20211;20211;2;Shiitake mushroom, dried;Champiñón Shiitake, seco;316;9,58;63,9;0,99;0,47;0,23;2,21;11,5;0;1530;13;0,033;FALSE;[]
23415;23415;3;Short crust pastry, pure butter, frozen, raw;Masa quebrada de mantequilla pura, congelada, cruda;387;5,65;43,3;20,7;0;11,5;7,55;1,6;0;0;0;0,83;FALSE;[4,8]
23414;23414;3;Short crust pastry, pure butter, raw;Masa quebrada de mantequilla pura, cruda;384;5,77;44,9;19,5;5,73;13,1;3,23;1,88;0;0;596;1,49;TRUE;[4,8]
23410;23410;3;Short crust pastry, raw;Masa quebrada, cruda;377;5,35;43,6;19,5;9,53;8,96;3,77;1,8;0;0;425;1,06;TRUE;[4]
24070;24070;7;Shortbread cookie w coconut;Galleta de mantequilla con coco;0;7,1;66,5;20,1;5,2;12,3;24,2;2,65;0;0;295;0,74;FALSE;[4,8]
24080;24080;7;Shortbread cookie with cocoa or chocolate, or praline or other;Galleta de mantequilla con cacao o chocolate, o praliné u otro;0;6,63;61,2;24,6;11,97;10,7;27,3;3;0;0;378;0,94;FALSE;[4,8]
24072;24072;7;Shortbread cookie with fruit (apple, red berries, etc.);Galleta de mantequilla con fruta (manzana, frutos rojos, etc.);0;5,85;66;21,1;7,5;10,6;32;2,55;0;0;225;0,56;FALSE;[4,8]
23442;23442;3;Shortbread dough, cooked;Masa de shortbread, cocida;505;5,7;64,4;24,6;11,6;11,8;22,9;1,5;1,37;66;107;0,27;FALSE;[4]
23448;23448;3;Shortbread dough, pure butter, cooked;Masa de shortbread, pura mantequilla, cocida;469;6,2;63;20,9;5,73;13,7;20,1;1,9;91,5;100;188;0,47;FALSE;[4,8]
23446;23446;3;Shortbread dough, pure butter, frozen, raw;Masa de shortbread, pura mantequilla, congelada, cruda;423;4,9;60,9;17,5;0;12;21,3;1,2;0;0;0;0,17;FALSE;[4,8]
23444;23444;3;Shortbread dough, pure butter, raw;Masa de shortbread, pura mantequilla, cruda;383;5,95;53,6;15,8;4,83;10,1;13,4;1,65;0;0;14,1;0,029;TRUE;[4,8]
23440;23440;3;Shortbread dough, raw;Masa de shortbread, cruda;404;5,3;51;19,6;9,23;9,94;13;1,2;0;0;101;0,25;TRUE;[4]
24071;24071;7;Shortbread pastry biscuit;Galleta de pastelería de shortbread;0;8,38;59,4;22,9;4,4;6,06;0;3,3;98;123;163;0,41;FALSE;[4]
10023;10023;4;Shrimp fritters;Tortitas de camarón;222;6,5;26;10;7,88;0,5;11;1;0;102;770;1,9;FALSE;[5]
10007;10007;4;Shrimp or prawn, cooked;Camarón o langostino, cocido;93,8;19;1,87;1,16;0,72;0,31;0,25;0;159;254;541;1,35;TRUE;[5]
10021;10021;4;Shrimp or prawn, raw;Camarón o langostino, crudo;99;19,7;3,21;0,84;0;0,19;0;0;150;278;182;0,45;TRUE;[5]
10006;10006;4;Shrimp, cooked;Camarón, cocido;89,9;18,3;1,47;1,2;0,77;0,31;0;0;164;97;458;1,15;FALSE;[5]
10038;10038;4;Shrimp, frozen, raw;Camarones, congelados, crudos;105;23,4;0,74;0,9;0,49;0,17;0;0,5;160;0;240;0,6;FALSE;[5]
25540;25540;1;Shrimps on skewer;Camarones en brocheta;93,5;18,5;1,5;1,5;1,1;0,1;0;0;120;169;140;0,35;FALSE;[5]
26068;26068;4;Skipjack tuna, raw;Atún listado, crudo;97,1;22;0;1,01;0,51;0,33;0;0;47;407;37;0,093;TRUE;[]
25437;25437;1;Small cheese chou-pastry puff;Pequeño buñuelo de queso choux;399;16,2;22,7;26,6;8,76;16;0,56;1,9;213;131;453;1,13;FALSE;[8,4,7]
30125;30125;4;Smoked Alsatian sausage or Landjäger;Salchicha ahumada alsaciana o Landjäger;0;19;0;24,9;12,67;8,56;0;0;84,6;283;1100;2,75;FALSE;[10]
28725;28725;4;Smoked lardoons, cooked;Tocino ahumado, cocido;261;14,7;0,8;22,1;12,5;8,25;0,8;0;55,5;428;1040;2,59;FALSE;[]
28720;28720;4;Smoked lardoons, raw;Tocino ahumado, crudo;275;16,7;0,96;22,6;13,32;8;0,8;0,34;60,1;596;1100;2,63;TRUE;[]
30102;30102;4;Smoked sausage, raw;Salchicha ahumada, cruda;0;16,8;0;30,7;3,17;2,145;0;0;0;0;755;1,89;FALSE;[10]
2500;2500;6;Smoothie;Batido;0;0,62;12,4;0,26;0;0,17;11,7;1,08;0;165;3,84;0,01;FALSE;[8]
10042;10042;4;Snail in parsley butter, prepacked, cooked;Caracol en mantequilla de perejil, envasado, cocido;277;12,9;2,26;23,7;6,48;14,8;1,02;1,69;225;89;665;1,66;FALSE;[9,8]
10008;10008;4;Snail, raw;Caracol, crudo;77,9;16,1;1,29;0,92;0,39;0,19;0;0;57,5;35;138;0,35;TRUE;[9]
10099;10099;4;Snail, without added fat, cooked;Caracol, cocinado sin grasa añadida;80;16,6;0,23;1,4;0,99;0,31;0,3;0;0;0;109;0,27;FALSE;[9]
25399;25399;1;Snails in puff pastry, prepacked;Caracoles en hojaldre, envasados;321;6,69;23,1;22,1;0;13,2;1,09;1,74;0;0;491;1,17;FALSE;[9,4]
26147;26147;4;Snapper, cooked;Pargo, cocido;121;26,3;0;1,72;0,91;0,37;0;0;47;522;57;0,14;FALSE;[]
26146;26146;4;Snapper, raw;Pargo, crudo;94,1;20,5;0;1,34;0,71;0,29;0;0;37;417;64;0,16;TRUE;[]
20216;20216;2;Snow pea, boiled/cooked in water;Guisante de nieve, hervido/cocido en agua;30,5;2,25;3,39;0,3;0,18;0,08;2,3;2,8;0;100;5;0,013;TRUE;[]
20243;20243;2;Snow pea, cooked;Guisante de nieve, cocido;0;3,5;5,92;0,38;0,209;0,073;4,82;3,1;0;217;5;0,013;TRUE;[]
20173;20173;2;Snow pea, raw;Guisante de nieve, crudo;0;3,08;6,2;0,27;0,11;0,039;4;2,63;0;200;4;0,01;TRUE;[]
11507;11507;10;Sodium bicarbonate;Bicarbonato de sodio;0,4;0,1;0;0;0;0;0;0;0;0;27400;0;FALSE;[]
12050;12050;5;Soft -ripened washed, bloomy and coloured rind cheese;Queso de corteza lavada, florecida y coloreada, de maduración suave;332;18,2;0;29;8,95;18,5;0;0;68;0;0;0;FALSE;[8]
23939;23939;7;Soft cake filled with chocolate or chocolate drops or milk, prepacked;Pastel suave relleno de chocolate o gotas de chocolate o leche, envasado;0;5,31;60,7;21,7;10,15;9,88;43,7;1;63;259;205;0,51;FALSE;[4,8]
23941;23941;7;Soft cake filled with fruits, mini sponge roll type, prepacked;Pastel suave relleno de frutas, tipo mini rollo de esponja, envasado;0;4,41;64,2;6,5;4,36;0,91;43,9;1,64;62,6;123;193;0,48;FALSE;[4]
23938;23938;7;Soft cake with nuts, prepacked;Pastel suave con nueces, envasado;0;6,2;48,8;25,5;11,58;12,8;34,7;2,1;0;0;199;0,5;FALSE;[4]
24680;24680;7;Soft cake, filled with fruit paste or fruit puree and sugar icing coated;Pastel suave, relleno de pasta de fruta o puré de fruta y cubierto con glaseado de azúcar;0;4,25;79,3;1,92;0,88;0,86;52,9;1;18,4;81;5,9;0,015;FALSE;[4]
23594;23594;7;Soft cake, plain, sponge cake type;Pastel suave, simple, tipo bizcocho;0;5,7;57,6;14,4;0;1,6;27,1;4,6;0;141;200;0,5;FALSE;[4]
31081;31081;7;Soft caramel candy;Caramelo suave de caramelo;0;2,95;83,7;8,04;1,91;5,62;60,4;0,88;9,1;154;182;0,46;FALSE;[]
18026;18026;6;Soft drink, carbonated, without fruit juice, with sugar;Bebida suave, carbonatada, sin jugo de fruta, con azúcar;37,1;0,14;8,67;0,078;0;0;8,67;0;0;3,5;36,4;0,091;FALSE;[]
18078;18078;6;Soft drink, carbonated, without fruit juice, with sugar and artificial sweetener(s);Bebida suave, carbonatada, sin jugo de fruta, con azúcar y edulcorante(s) artificial(es);0;0;6,8;0;0;0;6,8;0;0;0;0;0;FALSE;[]
18001;18001;6;Soft drink, carbonated, without fruit juice, without sugar and with artificial sweetener(s);Bebida suave, carbonatada, sin jugo de fruta, sin azúcar y con edulcorante(s) artificial(es);0;0,05;0,16;0;0;0;0,16;0;0;6;12,5;0,031;FALSE;[]
12824;12824;5;Soft ripened cheese with bloomy rind, from ewe's milk, Camembert-type cheese;Queso de maduración suave con corteza florecida, de leche de oveja, queso tipo Camembert;276;16,8;0;23,3;6,53;16,2;0;0;67;0;676;1,69;FALSE;[8]
23851;23851;7;Soft waffle (Brussels-style), plain or with sugar, prepacked;Gofre suave (estilo Bruselas), simple o con azúcar, envasado;0;7,1;52,5;25,2;0;11,4;32;1,77;0;0;323;0,82;FALSE;[4,8]
